,idx,data_preprocessor:feature_type:categorical_transformer:categorical_encoding:__choice__,data_preprocessor:feature_type:categorical_transformer:category_coalescence:__choice__,data_preprocessor:feature_type:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction,data_preprocessor:feature_type:numerical_transformer:imputation:strategy,data_preprocessor:feature_type:numerical_transformer:rescaling:__choice__,data_preprocessor:feature_type:numerical_transformer:rescaling:quantile_transformer:n_quantiles,data_preprocessor:feature_type:numerical_transformer:rescaling:quantile_transformer:output_distribution,data_preprocessor:feature_type:numerical_transformer:rescaling:robust_scaler:q_max,data_preprocessor:feature_type:numerical_transformer:rescaling:robust_scaler:q_min,feature_preprocessor:__choice__,feature_preprocessor:extra_trees_preproc_for_regression:bootstrap,feature_preprocessor:extra_trees_preproc_for_regression:criterion,feature_preprocessor:extra_trees_preproc_for_regression:max_depth,feature_preprocessor:extra_trees_preproc_for_regression:max_features,feature_preprocessor:extra_trees_preproc_for_regression:max_leaf_nodes,feature_preprocessor:extra_trees_preproc_for_regression:min_samples_leaf,feature_preprocessor:extra_trees_preproc_for_regression:min_samples_split,feature_preprocessor:extra_trees_preproc_for_regression:min_weight_fraction_leaf,feature_preprocessor:extra_trees_preproc_for_regression:n_estimators,feature_preprocessor:fast_ica:algorithm,feature_preprocessor:fast_ica:fun,feature_preprocessor:fast_ica:n_components,feature_preprocessor:fast_ica:whiten,feature_preprocessor:feature_agglomeration:affinity,feature_preprocessor:feature_agglomeration:linkage,feature_preprocessor:feature_agglomeration:n_clusters,feature_preprocessor:feature_agglomeration:pooling_func,feature_preprocessor:kernel_pca:coef0,feature_preprocessor:kernel_pca:degree,feature_preprocessor:kernel_pca:gamma,feature_preprocessor:kernel_pca:kernel,feature_preprocessor:kernel_pca:n_components,feature_preprocessor:kitchen_sinks:gamma,feature_preprocessor:kitchen_sinks:n_components,feature_preprocessor:nystroem_sampler:coef0,feature_preprocessor:nystroem_sampler:degree,feature_preprocessor:nystroem_sampler:gamma,feature_preprocessor:nystroem_sampler:kernel,feature_preprocessor:nystroem_sampler:n_components,feature_preprocessor:pca:keep_variance,feature_preprocessor:pca:whiten,feature_preprocessor:polynomial:degree,feature_preprocessor:polynomial:include_bias,feature_preprocessor:polynomial:interaction_only,feature_preprocessor:random_trees_embedding:bootstrap,feature_preprocessor:random_trees_embedding:max_depth,feature_preprocessor:random_trees_embedding:max_leaf_nodes,feature_preprocessor:random_trees_embedding:min_samples_leaf,feature_preprocessor:random_trees_embedding:min_samples_split,feature_preprocessor:random_trees_embedding:min_weight_fraction_leaf,feature_preprocessor:random_trees_embedding:n_estimators,feature_preprocessor:select_percentile_regression:percentile,feature_preprocessor:select_percentile_regression:score_func,feature_preprocessor:select_rates_regression:alpha,feature_preprocessor:select_rates_regression:mode,feature_preprocessor:select_rates_regression:score_func,regressor:__choice__,regressor:adaboost:learning_rate,regressor:adaboost:loss,regressor:adaboost:max_depth,regressor:adaboost:n_estimators,regressor:ard_regression:alpha_1,regressor:ard_regression:alpha_2,regressor:ard_regression:fit_intercept,regressor:ard_regression:lambda_1,regressor:ard_regression:lambda_2,regressor:ard_regression:n_iter,regressor:ard_regression:threshold_lambda,regressor:ard_regression:tol,regressor:decision_tree:criterion,regressor:decision_tree:max_depth_factor,regressor:decision_tree:max_features,regressor:decision_tree:max_leaf_nodes,regressor:decision_tree:min_impurity_decrease,regressor:decision_tree:min_samples_leaf,regressor:decision_tree:min_samples_split,regressor:decision_tree:min_weight_fraction_leaf,regressor:extra_trees:bootstrap,regressor:extra_trees:criterion,regressor:extra_trees:max_depth,regressor:extra_trees:max_features,regressor:extra_trees:max_leaf_nodes,regressor:extra_trees:min_impurity_decrease,regressor:extra_trees:min_samples_leaf,regressor:extra_trees:min_samples_split,regressor:extra_trees:min_weight_fraction_leaf,regressor:gaussian_process:alpha,regressor:gaussian_process:thetaL,regressor:gaussian_process:thetaU,regressor:gradient_boosting:early_stop,regressor:gradient_boosting:l2_regularization,regressor:gradient_boosting:learning_rate,regressor:gradient_boosting:loss,regressor:gradient_boosting:max_bins,regressor:gradient_boosting:max_depth,regressor:gradient_boosting:max_leaf_nodes,regressor:gradient_boosting:min_samples_leaf,regressor:gradient_boosting:n_iter_no_change,regressor:gradient_boosting:scoring,regressor:gradient_boosting:tol,regressor:gradient_boosting:validation_fraction,regressor:k_nearest_neighbors:n_neighbors,regressor:k_nearest_neighbors:p,regressor:k_nearest_neighbors:weights,regressor:liblinear_svr:C,regressor:liblinear_svr:dual,regressor:liblinear_svr:epsilon,regressor:liblinear_svr:fit_intercept,regressor:liblinear_svr:intercept_scaling,regressor:liblinear_svr:loss,regressor:liblinear_svr:tol,regressor:libsvm_svr:C,regressor:libsvm_svr:coef0,regressor:libsvm_svr:degree,regressor:libsvm_svr:epsilon,regressor:libsvm_svr:gamma,regressor:libsvm_svr:kernel,regressor:libsvm_svr:max_iter,regressor:libsvm_svr:shrinking,regressor:libsvm_svr:tol,regressor:mlp:activation,regressor:mlp:alpha,regressor:mlp:batch_size,regressor:mlp:beta_1,regressor:mlp:beta_2,regressor:mlp:early_stopping,regressor:mlp:epsilon,regressor:mlp:hidden_layer_depth,regressor:mlp:learning_rate_init,regressor:mlp:n_iter_no_change,regressor:mlp:num_nodes_per_layer,regressor:mlp:shuffle,regressor:mlp:solver,regressor:mlp:tol,regressor:mlp:validation_fraction,regressor:random_forest:bootstrap,regressor:random_forest:criterion,regressor:random_forest:max_depth,regressor:random_forest:max_features,regressor:random_forest:max_leaf_nodes,regressor:random_forest:min_impurity_decrease,regressor:random_forest:min_samples_leaf,regressor:random_forest:min_samples_split,regressor:random_forest:min_weight_fraction_leaf,regressor:sgd:alpha,regressor:sgd:average,regressor:sgd:epsilon,regressor:sgd:eta0,regressor:sgd:fit_intercept,regressor:sgd:l1_ratio,regressor:sgd:learning_rate,regressor:sgd:loss,regressor:sgd:penalty,regressor:sgd:power_t,regressor:sgd:tol,data_preprocessor:__choice__,data_preprocessor:feature_type:text_transformer:feature_reduction:n_components,data_preprocessor:feature_type:text_transformer:text_encoding:__choice__,data_preprocessor:feature_type:text_transformer:text_encoding:bag_of_word_encoding:min_df_absolute,data_preprocessor:feature_type:text_transformer:feature_reduction:n_components,data_preprocessor:feature_type:text_transformer:text_encoding:__choice__,data_preprocessor:feature_type:text_transformer:text_encoding:bag_of_word_encoding:min_df_absolute,data_preprocessor:feature_type:text_transformer:feature_reduction:n_components,data_preprocessor:feature_type:text_transformer:text_encoding:__choice__,data_preprocessor:feature_type:text_transformer:text_encoding:bag_of_word_encoding:min_df_absolute,data_preprocessor:feature_type:text_transformer:text_encoding:bag_of_word_encoding:min_df_choice,data_preprocessor:feature_type:text_transformer:text_encoding:bag_of_word_encoding:min_df_relative,data_preprocessor:feature_type:text_transformer:text_encoding:bag_of_word_encoding_distinct:min_df_absolute,data_preprocessor:feature_type:text_transformer:text_encoding:bag_of_word_encoding_distinct:min_df_choice,data_preprocessor:feature_type:text_transformer:text_encoding:bag_of_word_encoding_distinct:min_df_relative,data_preprocessor:feature_type:text_transformer:text_encoding:tfidf_encoding:min_df_absolute,data_preprocessor:feature_type:text_transformer:text_encoding:tfidf_encoding:min_df_choice,data_preprocessor:feature_type:text_transformer:text_encoding:tfidf_encoding:min_df_relative,data_preprocessor:feature_type:text_transformer:text_encoding:tfidf_encoding:use_idf,data_preprocessor:feature_type:text_transformer:feature_reduction:n_components,data_preprocessor:feature_type:text_transformer:text_encoding:__choice__,data_preprocessor:feature_type:text_transformer:text_encoding:bag_of_word_encoding:min_df_absolute,data_preprocessor:feature_type:text_transformer:text_encoding:bag_of_word_encoding:min_df_choice,data_preprocessor:feature_type:text_transformer:text_encoding:bag_of_word_encoding:min_df_relative,data_preprocessor:feature_type:text_transformer:text_encoding:bag_of_word_encoding_distinct:min_df_absolute,data_preprocessor:feature_type:text_transformer:text_encoding:bag_of_word_encoding_distinct:min_df_choice,data_preprocessor:feature_type:text_transformer:text_encoding:bag_of_word_encoding_distinct:min_df_relative,data_preprocessor:feature_type:text_transformer:text_encoding:tfidf_encoding:min_df_absolute,data_preprocessor:feature_type:text_transformer:text_encoding:tfidf_encoding:min_df_choice,data_preprocessor:feature_type:text_transformer:text_encoding:tfidf_encoding:min_df_relative,data_preprocessor:feature_type:text_transformer:text_encoding:tfidf_encoding:use_idf
0,1,no_encoding,minority_coalescer,0.1952830640446863,mean,quantile_transformer,1012.0,normal,,,feature_agglomeration,,,,,,,,,,,,,,euclidean,ward,19.0,max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gaussian_process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036015747006128,2.958116238190801e-10,1648.7454294729528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_type,100,tfidf_encoding,,100,tfidf_encoding,,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0
1,4,no_encoding,minority_coalescer,0.0542213157153258,most_frequent,standardize,,,,,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mlp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tanh,7.818770024985629e-06,auto,0.9,0.999,train,1e-08,1.0,0.0007351998566408,32.0,124.0,True,adam,0.0001,,,,,,,,,,,,,,,,,,,,,,feature_type,100,tfidf_encoding,,100,tfidf_encoding,,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0
2,7,one_hot_encoding,no_coalescense,,most_frequent,quantile_transformer,809.0,uniform,,,polynomial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,True,,,,,,,,,,,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0180607981154129,False,,0.0155401284377385,True,0.9326390049807726,constant,squared_loss,elasticnet,,0.0001057665461945,feature_type,100,tfidf_encoding,,100,tfidf_encoding,,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0
3,10,one_hot_encoding,minority_coalescer,0.0001034920719062,mean,quantile_transformer,229.0,normal,,,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gaussian_process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0559679239911997,1.8694491708470566e-10,1.8954846844548172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_type,100,tfidf_encoding,,100,tfidf_encoding,,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0
4,13,one_hot_encoding,no_coalescense,,mean,none,,,,,extra_trees_preproc_for_regression,False,mae,None,0.9005220528852804,None,18.0,19.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mlp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relu,1.4422002266493963e-06,auto,0.9,0.999,train,1e-08,3.0,0.0001014790473361,32.0,102.0,True,adam,0.0001,,,,,,,,,,,,,,,,,,,,,,feature_type,100,tfidf_encoding,,100,tfidf_encoding,,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0
5,17,one_hot_encoding,minority_coalescer,0.0102503614634466,mean,minmax,,,,,fast_ica,,,,,,,,,,parallel,exp,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,libsvm_svr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.03096694114691,,3.0,0.0010214279074797,0.2011306515917625,rbf,-1.0,True,0.0206281932709369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_type,100,tfidf_encoding,,100,tfidf_encoding,,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0
6,19,one_hot_encoding,minority_coalescer,0.0013057623156653,median,robust_scaler,,,0.7384386306109247,0.1361983001115625,select_percentile_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.93540287690456,f_regression,,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1920798638358104e-06,True,0.1,2.566255086145433e-06,True,,invscaling,squared_epsilon_insensitive,l2,0.1644369255851403,7.823786229838958e-05,feature_type,100,tfidf_encoding,,100,tfidf_encoding,,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0
7,24,no_encoding,no_coalescense,,mean,quantile_transformer,921.0,uniform,,,select_rates_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1883315545976251,fdr,f_regression,gaussian_process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7244875831624983e-11,1.7692546384341245e-08,2136.489365016044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_type,100,tfidf_encoding,,100,tfidf_encoding,,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0
8,25,no_encoding,minority_coalescer,0.0086850689661376,mean,none,,,,,polynomial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,True,,,,,,,,,,,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,9.509076564526023e-10,0.1,least_squares,255.0,None,43.0,16.0,15.0,loss,1e-07,0.1198993165061375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_type,100,tfidf_encoding,,100,tfidf_encoding,,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0
9,28,no_encoding,minority_coalescer,0.0039786857247315,mean,robust_scaler,,,0.7840854273341944,0.1137618972214684,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k_nearest_neighbors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,2.0,distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_type,100,tfidf_encoding,,100,tfidf_encoding,,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0
10,31,one_hot_encoding,minority_coalescer,0.000118336579369,median,robust_scaler,,,0.9620122536055724,0.041640861521144,select_percentile_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.840099182386703,mutual_info,,,,ard_regression,,,,,0.0001000059734391,9.119287544292208e-06,True,3.857095107208989e-05,2.2152513731755446e-09,300.0,1149.097005419999,0.0729117356917979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_type,100,tfidf_encoding,,100,tfidf_encoding,,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0
11,34,one_hot_encoding,no_coalescense,,most_frequent,quantile_transformer,952.0,uniform,,,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off,1.8428972335335263e-10,0.0126078249147587,least_squares,255.0,None,10.0,8.0,,loss,1e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feature_type,100,tfidf_encoding,,100,tfidf_encoding,,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0,100,tfidf_encoding,,,,,,,1,min_df_absolute,,0
