idx,data_preprocessing:categorical_transformer:categorical_encoding:__choice__,data_preprocessing:categorical_transformer:category_coalescence:__choice__,data_preprocessing:categorical_transformer:category_coalescence:minority_coalescer:minimum_fraction,data_preprocessing:numerical_transformer:imputation:strategy,data_preprocessing:numerical_transformer:rescaling:__choice__,data_preprocessing:numerical_transformer:rescaling:quantile_transformer:n_quantiles,data_preprocessing:numerical_transformer:rescaling:quantile_transformer:output_distribution,data_preprocessing:numerical_transformer:rescaling:robust_scaler:q_max,data_preprocessing:numerical_transformer:rescaling:robust_scaler:q_min,feature_preprocessor:__choice__,feature_preprocessor:extra_trees_preproc_for_regression:bootstrap,feature_preprocessor:extra_trees_preproc_for_regression:criterion,feature_preprocessor:extra_trees_preproc_for_regression:max_depth,feature_preprocessor:extra_trees_preproc_for_regression:max_features,feature_preprocessor:extra_trees_preproc_for_regression:max_leaf_nodes,feature_preprocessor:extra_trees_preproc_for_regression:min_samples_leaf,feature_preprocessor:extra_trees_preproc_for_regression:min_samples_split,feature_preprocessor:extra_trees_preproc_for_regression:min_weight_fraction_leaf,feature_preprocessor:extra_trees_preproc_for_regression:n_estimators,feature_preprocessor:fast_ica:algorithm,feature_preprocessor:fast_ica:fun,feature_preprocessor:fast_ica:n_components,feature_preprocessor:fast_ica:whiten,feature_preprocessor:feature_agglomeration:affinity,feature_preprocessor:feature_agglomeration:linkage,feature_preprocessor:feature_agglomeration:n_clusters,feature_preprocessor:feature_agglomeration:pooling_func,feature_preprocessor:kernel_pca:coef0,feature_preprocessor:kernel_pca:degree,feature_preprocessor:kernel_pca:gamma,feature_preprocessor:kernel_pca:kernel,feature_preprocessor:kernel_pca:n_components,feature_preprocessor:kitchen_sinks:gamma,feature_preprocessor:kitchen_sinks:n_components,feature_preprocessor:nystroem_sampler:coef0,feature_preprocessor:nystroem_sampler:degree,feature_preprocessor:nystroem_sampler:gamma,feature_preprocessor:nystroem_sampler:kernel,feature_preprocessor:nystroem_sampler:n_components,feature_preprocessor:pca:keep_variance,feature_preprocessor:pca:whiten,feature_preprocessor:polynomial:degree,feature_preprocessor:polynomial:include_bias,feature_preprocessor:polynomial:interaction_only,feature_preprocessor:random_trees_embedding:bootstrap,feature_preprocessor:random_trees_embedding:max_depth,feature_preprocessor:random_trees_embedding:max_leaf_nodes,feature_preprocessor:random_trees_embedding:min_samples_leaf,feature_preprocessor:random_trees_embedding:min_samples_split,feature_preprocessor:random_trees_embedding:min_weight_fraction_leaf,feature_preprocessor:random_trees_embedding:n_estimators,feature_preprocessor:select_percentile_regression:percentile,feature_preprocessor:select_percentile_regression:score_func,feature_preprocessor:select_rates_regression:alpha,feature_preprocessor:select_rates_regression:mode,feature_preprocessor:select_rates_regression:score_func,regressor:__choice__,regressor:adaboost:learning_rate,regressor:adaboost:loss,regressor:adaboost:max_depth,regressor:adaboost:n_estimators,regressor:ard_regression:alpha_1,regressor:ard_regression:alpha_2,regressor:ard_regression:fit_intercept,regressor:ard_regression:lambda_1,regressor:ard_regression:lambda_2,regressor:ard_regression:n_iter,regressor:ard_regression:threshold_lambda,regressor:ard_regression:tol,regressor:decision_tree:criterion,regressor:decision_tree:max_depth_factor,regressor:decision_tree:max_features,regressor:decision_tree:max_leaf_nodes,regressor:decision_tree:min_impurity_decrease,regressor:decision_tree:min_samples_leaf,regressor:decision_tree:min_samples_split,regressor:decision_tree:min_weight_fraction_leaf,regressor:extra_trees:bootstrap,regressor:extra_trees:criterion,regressor:extra_trees:max_depth,regressor:extra_trees:max_features,regressor:extra_trees:max_leaf_nodes,regressor:extra_trees:min_impurity_decrease,regressor:extra_trees:min_samples_leaf,regressor:extra_trees:min_samples_split,regressor:extra_trees:min_weight_fraction_leaf,regressor:gaussian_process:alpha,regressor:gaussian_process:thetaL,regressor:gaussian_process:thetaU,regressor:gradient_boosting:early_stop,regressor:gradient_boosting:l2_regularization,regressor:gradient_boosting:learning_rate,regressor:gradient_boosting:loss,regressor:gradient_boosting:max_bins,regressor:gradient_boosting:max_depth,regressor:gradient_boosting:max_leaf_nodes,regressor:gradient_boosting:min_samples_leaf,regressor:gradient_boosting:n_iter_no_change,regressor:gradient_boosting:scoring,regressor:gradient_boosting:tol,regressor:gradient_boosting:validation_fraction,regressor:k_nearest_neighbors:n_neighbors,regressor:k_nearest_neighbors:p,regressor:k_nearest_neighbors:weights,regressor:liblinear_svr:C,regressor:liblinear_svr:dual,regressor:liblinear_svr:epsilon,regressor:liblinear_svr:fit_intercept,regressor:liblinear_svr:intercept_scaling,regressor:liblinear_svr:loss,regressor:liblinear_svr:tol,regressor:libsvm_svr:C,regressor:libsvm_svr:coef0,regressor:libsvm_svr:degree,regressor:libsvm_svr:epsilon,regressor:libsvm_svr:gamma,regressor:libsvm_svr:kernel,regressor:libsvm_svr:max_iter,regressor:libsvm_svr:shrinking,regressor:libsvm_svr:tol,regressor:mlp:activation,regressor:mlp:alpha,regressor:mlp:batch_size,regressor:mlp:beta_1,regressor:mlp:beta_2,regressor:mlp:early_stopping,regressor:mlp:epsilon,regressor:mlp:hidden_layer_depth,regressor:mlp:learning_rate_init,regressor:mlp:n_iter_no_change,regressor:mlp:num_nodes_per_layer,regressor:mlp:shuffle,regressor:mlp:solver,regressor:mlp:tol,regressor:mlp:validation_fraction,regressor:random_forest:bootstrap,regressor:random_forest:criterion,regressor:random_forest:max_depth,regressor:random_forest:max_features,regressor:random_forest:max_leaf_nodes,regressor:random_forest:min_impurity_decrease,regressor:random_forest:min_samples_leaf,regressor:random_forest:min_samples_split,regressor:random_forest:min_weight_fraction_leaf,regressor:sgd:alpha,regressor:sgd:average,regressor:sgd:epsilon,regressor:sgd:eta0,regressor:sgd:fit_intercept,regressor:sgd:l1_ratio,regressor:sgd:learning_rate,regressor:sgd:loss,regressor:sgd:penalty,regressor:sgd:power_t,regressor:sgd:tol
2,no_encoding,no_coalescense,,mean,quantile_transformer,11,normal,,,feature_agglomeration,,,,,,,,,,,,,,euclidean,complete,25,median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gaussian_process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013353328453618832,1.8649142010631853e-07,3552.37611286252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,no_encoding,no_coalescense,,median,minmax,,,,,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees,,,,,,,,,,,,,,,,,,,,,True,friedman_mse,None,0.9749597494965978,None,0.0,4,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,one_hot_encoding,no_coalescense,,most_frequent,quantile_transformer,809,uniform,,,polynomial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,False,True,,,,,,,,,,,,,sgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01806079811541296,False,,0.015540128437738566,True,0.9326390049807726,constant,squared_loss,elasticnet,,0.00010576654619459039
12,no_encoding,minority_coalescer,0.43459780721179087,median,quantile_transformer,157,uniform,,,feature_agglomeration,,,,,,,,,,,,,,cosine,complete,230,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gaussian_process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8163213580890267e-13,3.018233262270109e-06,302.06769747934663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,no_encoding,minority_coalescer,0.07108590272810227,median,minmax,,,,,extra_trees_preproc_for_regression,False,mae,None,1.0,None,2,3,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extra_trees,,,,,,,,,,,,,,,,,,,,,True,mae,None,1.0,None,0.0,9,19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,no_encoding,minority_coalescer,0.006961574439410704,mean,minmax,,,,,fast_ica,,,,,,,,,,deflation,exp,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,libsvm_svr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.849437092408927,,3,0.0010072349709912712,0.2620770817035318,rbf,-1,False,0.043415935783161747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,one_hot_encoding,minority_coalescer,0.0015545063839819278,most_frequent,normalize,,,,,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,decision_tree,,,,,,,,,,,,,mae,0.7595438766001632,1.0,None,0.0,19,18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,one_hot_encoding,no_coalescense,,mean,minmax,,,,,polynomial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,True,False,,,,,,,,,,,,,adaboost,0.8420513715405185,square,10,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,no_encoding,no_coalescense,,mean,robust_scaler,,,0.7194207293244546,0.25,polynomial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,False,False,,,,,,,,,,,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off,1e-10,0.04073473488071534,least_squares,255,None,22,4,,loss,1e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,one_hot_encoding,minority_coalescer,0.019250695324004172,mean,robust_scaler,,,0.7578716752945609,0.2564985900301251,pca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9701517204674619,True,,,,,,,,,,,,,,,,random_forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,mae,None,0.896118178311832,None,0.0,14,5,0.0,,,,,,,,,,,
31,one_hot_encoding,minority_coalescer,0.0001745391328519669,most_frequent,robust_scaler,,,0.8057830372269097,0.24982831110057324,select_rates_regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3621762718897781,fwe,f_regression,ard_regression,,,,,2.7664515192592053e-05,9.504988116581138e-07,True,6.50650698230178e-09,4.238533890074848e-07,300,78251.58542976103,0.0007301343236220855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,one_hot_encoding,no_coalescense,,most_frequent,quantile_transformer,952,uniform,,,no_preprocessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gradient_boosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off,1.8428972335335263e-10,0.012607824914758717,least_squares,255,None,10,8,,loss,1e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
